Isabella;A@abc.com;90;Top manager;
Paul;F@abc.com;27;Middle manager;
Mia;D@abc.com;79;Middle manager;
Mia;A@abc.com;76;Middle manager;
Olivia;A@abc.com;18;Top manager;
Emma;C@abc.com;50;Middle manager;
Paul;A@abc.com;60;First-line manager;
Joshua;C@abc.com;99;First-line manager;
Mia;E@abc.com;49;Top manager;
Grisha;C@abc.com;78;First-line manager;
Paul;C@abc.com;68;Middle manager;
Richard;D@abc.com;33;Top manager;
Alex;E@abc.com;49;Top manager;
Emma;F@abc.com;23;First-line manager;
Emma;B@abc.com;9;Top manager;
Emma;A@abc.com;75;Top manager;
Olivia;C@abc.com;93;Top manager;
Matthew;A@abc.com;54;First-line manager;
Joshua;F@abc.com;33;First-line manager;
Richard;D@abc.com;23;First-line manager;
Olivia;A@abc.com;14;Middle manager;
Alex;F@abc.com;1;Top manager;
Grisha;E@abc.com;15;First-line manager;
Paul;C@abc.com;54;First-line manager;
Matthew;A@abc.com;10;First-line manager;
Matthew;A@abc.com;50;Middle manager;
Paul;C@abc.com;75;First-line manager;
Isabella;F@abc.com;81;Top manager;
Mia;C@abc.com;63;Middle manager;
Joshua;B@abc.com;79;First-line manager;
Joshua;C@abc.com;5;Middle manager;
Joshua;E@abc.com;27;First-line manager;
Paul;A@abc.com;99;First-line manager;
Paul;A@abc.com;30;First-line manager;
Emma;E@abc.com;41;Middle manager;
Joshua;A@abc.com;96;Top manager;
Emma;F@abc.com;36;Top manager;
Olivia;E@abc.com;62;First-line manager;
Emma;E@abc.com;68;Middle manager;
Matthew;C@abc.com;92;Middle manager;
Richard;B@abc.com;21;Top manager;
Mia;D@abc.com;28;First-line manager;
Paul;A@abc.com;88;First-line manager;
Olivia;E@abc.com;3;First-line manager;
Joshua;E@abc.com;15;First-line manager;
Isabella;D@abc.com;38;First-line manager;
Matthew;E@abc.com;83;Top manager;
Richard;C@abc.com;26;Top manager;
Isabella;D@abc.com;76;Middle manager;
Matthew;C@abc.com;69;Top manager;
Joshua;A@abc.com;48;First-line manager;
Olivia;E@abc.com;99;First-line manager;
Alex;E@abc.com;58;Middle manager;
Richard;A@abc.com;26;Middle manager;
Grisha;E@abc.com;19;Middle manager;
Olivia;F@abc.com;36;Middle manager;
Isabella;A@abc.com;95;Top manager;
Joshua;A@abc.com;56;Middle manager;
Alex;B@abc.com;96;Middle manager;
Emma;B@abc.com;64;Middle manager;
Joshua;D@abc.com;85;Top manager;
Isabella;E@abc.com;55;Middle manager;
Emma;D@abc.com;96;Top manager;
Mia;F@abc.com;59;First-line manager;
Isabella;F@abc.com;31;First-line manager;
Emma;D@abc.com;7;Middle manager;
Grisha;C@abc.com;93;First-line manager;
Alex;D@abc.com;93;Middle manager;
Richard;E@abc.com;97;First-line manager;
Isabella;E@abc.com;73;Top manager;
Paul;B@abc.com;49;First-line manager;
Mia;D@abc.com;23;Middle manager;
Emma;B@abc.com;72;Top manager;
Olivia;A@abc.com;11;Top manager;
Isabella;A@abc.com;47;Middle manager;
Grisha;E@abc.com;91;Middle manager;
Isabella;A@abc.com;78;Top manager;
Richard;A@abc.com;91;Middle manager;
Mia;B@abc.com;15;Top manager;
Richard;F@abc.com;27;Middle manager;
Grisha;C@abc.com;65;First-line manager;
Paul;C@abc.com;51;First-line manager;
Grisha;A@abc.com;9;Top manager;
Alex;C@abc.com;42;First-line manager;
Olivia;D@abc.com;87;Top manager;
Mia;D@abc.com;37;First-line manager;
Grisha;D@abc.com;26;First-line manager;
Mia;C@abc.com;88;First-line manager;
Joshua;D@abc.com;6;Top manager;
Grisha;F@abc.com;88;Middle manager;
Olivia;A@abc.com;20;Middle manager;
Emma;A@abc.com;69;First-line manager;
Isabella;B@abc.com;89;First-line manager;
Olivia;E@abc.com;13;Top manager;
Mia;D@abc.com;21;Top manager;
Richard;C@abc.com;90;Top manager;
Alex;D@abc.com;33;First-line manager;
Mia;D@abc.com;98;First-line manager;
Mia;F@abc.com;84;Middle manager;
Joshua;B@abc.com;29;Middle manager;
Grisha;F@abc.com;76;Top manager;
Richard;C@abc.com;69;Middle manager;
Grisha;E@abc.com;9;Middle manager;
Isabella;D@abc.com;96;Top manager;
Alex;F@abc.com;40;Top manager;
Emma;B@abc.com;80;Top manager;
Olivia;E@abc.com;80;First-line manager;
Richard;F@abc.com;53;Middle manager;
Mia;B@abc.com;63;First-line manager;
Olivia;C@abc.com;49;First-line manager;
Mia;B@abc.com;65;Middle manager;
Paul;F@abc.com;82;First-line manager;
Emma;F@abc.com;3;Middle manager;
Olivia;D@abc.com;31;First-line manager;
Olivia;B@abc.com;69;Middle manager;
Olivia;F@abc.com;11;First-line manager;
Paul;D@abc.com;91;First-line manager;
Olivia;A@abc.com;83;Top manager;
Emma;F@abc.com;14;First-line manager;
Richard;C@abc.com;78;Top manager;
Grisha;A@abc.com;59;Top manager;
Isabella;F@abc.com;71;First-line manager;
Joshua;D@abc.com;78;First-line manager;
Mia;A@abc.com;76;Middle manager;
Mia;A@abc.com;0;Top manager;
Alex;D@abc.com;4;Middle manager;
Joshua;F@abc.com;40;Top manager;
Joshua;B@abc.com;18;Middle manager;
Mia;D@abc.com;12;Top manager;
Emma;E@abc.com;87;First-line manager;
Matthew;B@abc.com;36;First-line manager;
Mia;B@abc.com;75;Top manager;
Joshua;C@abc.com;45;Middle manager;
Grisha;C@abc.com;75;Top manager;
Olivia;D@abc.com;62;First-line manager;
Olivia;C@abc.com;6;First-line manager;
Emma;A@abc.com;42;Middle manager;
Mia;F@abc.com;48;Middle manager;
Olivia;C@abc.com;23;Middle manager;
Richard;A@abc.com;62;Top manager;
Mia;F@abc.com;7;Top manager;
Grisha;E@abc.com;66;First-line manager;
Richard;E@abc.com;65;Top manager;
Joshua;B@abc.com;0;Middle manager;
Alex;C@abc.com;76;First-line manager;
Olivia;B@abc.com;61;Top manager;
Alex;B@abc.com;86;Top manager;
Alex;E@abc.com;49;Top manager;
Mia;F@abc.com;37;Top manager;
Richard;B@abc.com;70;Top manager;
Matthew;D@abc.com;45;Top manager;
Olivia;D@abc.com;94;Middle manager;
Olivia;C@abc.com;27;First-line manager;
Paul;D@abc.com;63;Middle manager;
Grisha;E@abc.com;22;First-line manager;
Alex;A@abc.com;21;Middle manager;
Mia;A@abc.com;72;First-line manager;
Grisha;C@abc.com;54;First-line manager;
Emma;B@abc.com;17;First-line manager;
Richard;A@abc.com;76;First-line manager;
Matthew;F@abc.com;94;First-line manager;
Paul;B@abc.com;10;Top manager;
Olivia;A@abc.com;54;Middle manager;
Grisha;A@abc.com;62;Top manager;
Mia;A@abc.com;72;First-line manager;
Mia;C@abc.com;39;First-line manager;
Joshua;F@abc.com;82;Middle manager;
Matthew;E@abc.com;47;Middle manager;
Paul;E@abc.com;66;Top manager;
Richard;A@abc.com;85;Middle manager;
Isabella;A@abc.com;51;First-line manager;
Isabella;F@abc.com;20;Middle manager;
Grisha;E@abc.com;4;Top manager;
Matthew;D@abc.com;89;Middle manager;
Joshua;B@abc.com;67;Top manager;
Joshua;F@abc.com;47;Top manager;
Olivia;D@abc.com;59;Top manager;
Paul;F@abc.com;65;First-line manager;
Richard;A@abc.com;73;Middle manager;
Olivia;B@abc.com;46;First-line manager;
Alex;B@abc.com;5;First-line manager;
Richard;F@abc.com;55;Middle manager;
Matthew;E@abc.com;21;Middle manager;
Emma;D@abc.com;39;Middle manager;
Olivia;F@abc.com;84;First-line manager;
Alex;B@abc.com;10;Top manager;
Isabella;F@abc.com;11;Middle manager;
Emma;E@abc.com;32;Middle manager;
Mia;B@abc.com;99;Top manager;
Grisha;A@abc.com;42;First-line manager;
Richard;B@abc.com;60;First-line manager;
Alex;F@abc.com;76;Middle manager;
Richard;B@abc.com;14;First-line manager;
Richard;B@abc.com;43;Top manager;
Emma;E@abc.com;22;First-line manager;
Richard;A@abc.com;92;Top manager;
Matthew;F@abc.com;17;Middle manager;
Emma;A@abc.com;41;Middle manager;
Richard;E@abc.com;55;Middle manager;
Paul;F@abc.com;2;Top manager;
Olivia;E@abc.com;32;Top manager;
Emma;F@abc.com;69;Middle manager;
Richard;E@abc.com;82;Middle manager;
Emma;B@abc.com;4;Top manager;
Olivia;E@abc.com;52;Top manager;
Richard;D@abc.com;1;Top manager;
Emma;A@abc.com;51;Top manager;
Richard;D@abc.com;44;Top manager;
Richard;A@abc.com;11;Middle manager;
Grisha;A@abc.com;91;First-line manager;
Mia;E@abc.com;46;First-line manager;
Olivia;D@abc.com;20;First-line manager;
Paul;D@abc.com;3;Middle manager;
Richard;C@abc.com;94;Middle manager;
Mia;C@abc.com;76;Middle manager;
Grisha;C@abc.com;43;Middle manager;
Olivia;E@abc.com;51;First-line manager;
Richard;B@abc.com;38;Top manager;
Mia;A@abc.com;31;First-line manager;
Joshua;A@abc.com;45;Middle manager;
Isabella;A@abc.com;3;Middle manager;
Alex;F@abc.com;71;Middle manager;
Richard;C@abc.com;81;Middle manager;
Matthew;E@abc.com;11;Middle manager;
Paul;B@abc.com;71;Middle manager;
Grisha;E@abc.com;62;First-line manager;
Richard;F@abc.com;53;First-line manager;
Olivia;A@abc.com;71;Middle manager;
Richard;E@abc.com;92;Middle manager;
Paul;E@abc.com;33;Middle manager;
Matthew;D@abc.com;79;First-line manager;
Emma;F@abc.com;99;First-line manager;
Grisha;D@abc.com;80;Top manager;
Paul;A@abc.com;42;Middle manager;
Olivia;E@abc.com;75;Top manager;
Olivia;A@abc.com;62;First-line manager;
Olivia;E@abc.com;9;Top manager;
Paul;A@abc.com;32;Middle manager;
Mia;A@abc.com;69;Middle manager;
Paul;D@abc.com;20;First-line manager;
Joshua;E@abc.com;38;First-line manager;
Isabella;A@abc.com;55;Top manager;
Paul;F@abc.com;77;First-line manager;
Olivia;E@abc.com;29;Top manager;
Alex;F@abc.com;51;Middle manager;
Mia;B@abc.com;55;First-line manager;
Paul;A@abc.com;80;First-line manager;
Isabella;E@abc.com;45;Top manager;
Alex;C@abc.com;56;Top manager;
Alex;B@abc.com;61;Top manager;
Alex;B@abc.com;81;Middle manager;
Emma;B@abc.com;92;Top manager;
Grisha;A@abc.com;89;Middle manager;
Olivia;B@abc.com;3;Top manager;
Matthew;C@abc.com;84;Top manager;
Paul;B@abc.com;7;Middle manager;
Grisha;F@abc.com;35;First-line manager;
Paul;B@abc.com;39;First-line manager;
Richard;F@abc.com;89;Top manager;
Grisha;A@abc.com;69;Top manager;
Matthew;F@abc.com;44;Top manager;
Grisha;A@abc.com;52;Middle manager;
Alex;C@abc.com;12;First-line manager;
Emma;E@abc.com;58;Top manager;
Olivia;B@abc.com;30;Top manager;
Grisha;D@abc.com;98;Top manager;
Matthew;E@abc.com;81;Middle manager;
Matthew;D@abc.com;74;First-line manager;
Matthew;D@abc.com;40;Top manager;
Matthew;E@abc.com;97;First-line manager;
Richard;B@abc.com;93;Top manager;
Paul;B@abc.com;9;First-line manager;
Emma;D@abc.com;26;Middle manager;
Grisha;C@abc.com;97;Middle manager;
Alex;D@abc.com;43;Middle manager;
Alex;F@abc.com;71;Middle manager;
Paul;D@abc.com;45;Middle manager;
Alex;C@abc.com;54;Middle manager;
Mia;C@abc.com;91;Middle manager;
Grisha;B@abc.com;61;First-line manager;
Richard;B@abc.com;23;First-line manager;
Emma;A@abc.com;25;Middle manager;
Alex;A@abc.com;77;Middle manager;
Mia;B@abc.com;2;Middle manager;
Richard;B@abc.com;46;First-line manager;
Matthew;E@abc.com;73;Top manager;
Richard;A@abc.com;73;Top manager;
Richard;B@abc.com;17;Middle manager;
Mia;E@abc.com;80;First-line manager;
Matthew;D@abc.com;94;Middle manager;
Isabella;E@abc.com;51;Top manager;
Alex;D@abc.com;72;Middle manager;
Richard;A@abc.com;79;Middle manager;
Mia;D@abc.com;4;First-line manager;
Isabella;A@abc.com;72;Middle manager;
Olivia;E@abc.com;95;Top manager;
Matthew;B@abc.com;30;First-line manager;
Joshua;C@abc.com;47;Middle manager;
Mia;C@abc.com;46;Middle manager;
Joshua;C@abc.com;88;Middle manager;
Isabella;D@abc.com;22;First-line manager;
Joshua;E@abc.com;51;Top manager;
Paul;C@abc.com;71;First-line manager;
Grisha;D@abc.com;48;First-line manager;
Emma;A@abc.com;9;Middle manager;
Emma;D@abc.com;29;Top manager;
Matthew;E@abc.com;26;Top manager;
Joshua;B@abc.com;28;First-line manager;
Alex;B@abc.com;49;First-line manager;
Richard;F@abc.com;8;First-line manager;
Mia;B@abc.com;3;Top manager;
Isabella;D@abc.com;19;Top manager;
Joshua;E@abc.com;32;First-line manager;
Grisha;E@abc.com;11;Top manager;
Matthew;F@abc.com;54;Top manager;
Mia;B@abc.com;9;Middle manager;
Mia;F@abc.com;92;Top manager;
Emma;D@abc.com;73;First-line manager;
Mia;A@abc.com;4;Top manager;
Matthew;C@abc.com;82;Middle manager;
Joshua;C@abc.com;0;Middle manager;
Grisha;E@abc.com;43;First-line manager;
Paul;C@abc.com;43;Top manager;
Matthew;D@abc.com;22;First-line manager;
Isabella;B@abc.com;32;Top manager;
Joshua;D@abc.com;34;First-line manager;
Grisha;F@abc.com;37;Middle manager;
Isabella;D@abc.com;69;First-line manager;
Mia;E@abc.com;53;Top manager;
Richard;C@abc.com;6;Middle manager;
Alex;E@abc.com;5;First-line manager;
Alex;B@abc.com;80;First-line manager;
Richard;E@abc.com;33;Middle manager;
Alex;F@abc.com;96;Top manager;
Emma;B@abc.com;75;Middle manager;
Grisha;B@abc.com;38;Top manager;
Emma;B@abc.com;54;Middle manager;
Mia;B@abc.com;31;First-line manager;
Emma;C@abc.com;7;Middle manager;
Isabella;C@abc.com;22;Top manager;
Grisha;D@abc.com;46;First-line manager;
Alex;A@abc.com;87;First-line manager;
Mia;D@abc.com;42;First-line manager;
Joshua;A@abc.com;18;Middle manager;
Isabella;C@abc.com;15;First-line manager;
Emma;C@abc.com;32;Middle manager;
Grisha;C@abc.com;10;Middle manager;
Isabella;D@abc.com;46;Middle manager;
Grisha;E@abc.com;36;Middle manager;
Olivia;B@abc.com;66;First-line manager;
Isabella;D@abc.com;77;Middle manager;
Alex;D@abc.com;68;Top manager;
Matthew;A@abc.com;2;Top manager;
Olivia;B@abc.com;98;First-line manager;
Matthew;B@abc.com;98;Middle manager;
Alex;F@abc.com;81;Top manager;
Mia;A@abc.com;47;First-line manager;
Mia;F@abc.com;54;First-line manager;
Paul;A@abc.com;1;Top manager;
Richard;B@abc.com;82;Middle manager;
Richard;E@abc.com;97;Middle manager;
Emma;D@abc.com;0;First-line manager;
Joshua;E@abc.com;86;Top manager;
Alex;F@abc.com;50;Middle manager;
Mia;E@abc.com;62;Middle manager;
Alex;D@abc.com;19;Top manager;
Grisha;A@abc.com;49;First-line manager;
Isabella;D@abc.com;77;Middle manager;
Alex;E@abc.com;16;Middle manager;
Alex;B@abc.com;11;First-line manager;
Isabella;B@abc.com;30;Top manager;
Emma;F@abc.com;59;First-line manager;
Grisha;A@abc.com;94;Top manager;
Mia;F@abc.com;20;Middle manager;
Mia;D@abc.com;74;Top manager;
Isabella;C@abc.com;76;Top manager;
Isabella;F@abc.com;48;First-line manager;
Paul;C@abc.com;90;Top manager;
Grisha;B@abc.com;64;Top manager;
Isabella;B@abc.com;89;Middle manager;
Joshua;F@abc.com;11;First-line manager;
Paul;C@abc.com;82;Top manager;
Isabella;D@abc.com;40;First-line manager;
Olivia;E@abc.com;72;Middle manager;
Paul;A@abc.com;57;First-line manager;
Grisha;B@abc.com;19;Middle manager;
Mia;F@abc.com;22;First-line manager;
Emma;C@abc.com;19;First-line manager;
Grisha;D@abc.com;56;Top manager;
Isabella;B@abc.com;64;First-line manager;
Emma;A@abc.com;10;Top manager;
Joshua;E@abc.com;29;Middle manager;
Joshua;F@abc.com;87;Middle manager;
Paul;C@abc.com;63;Top manager;
Richard;A@abc.com;56;Middle manager;
Joshua;C@abc.com;22;Top manager;
Emma;E@abc.com;58;Top manager;
Emma;A@abc.com;95;First-line manager;
Richard;A@abc.com;61;First-line manager;
Alex;B@abc.com;74;Middle manager;
Richard;B@abc.com;93;Top manager;
Alex;C@abc.com;45;Middle manager;
Joshua;D@abc.com;40;Middle manager;
Grisha;E@abc.com;38;First-line manager;
Joshua;E@abc.com;68;Top manager;
Mia;A@abc.com;31;Middle manager;
Olivia;B@abc.com;97;Top manager;
Richard;F@abc.com;32;Middle manager;
Isabella;C@abc.com;68;First-line manager;
Richard;E@abc.com;67;First-line manager;
Richard;C@abc.com;52;First-line manager;
Emma;C@abc.com;26;Top manager;
Alex;F@abc.com;35;Middle manager;
Emma;E@abc.com;12;Top manager;
Richard;B@abc.com;45;Middle manager;
Joshua;B@abc.com;27;Top manager;
Matthew;E@abc.com;99;Top manager;
Alex;C@abc.com;9;Top manager;
Emma;E@abc.com;60;Top manager;
Mia;C@abc.com;67;Middle manager;
Richard;E@abc.com;87;Middle manager;
Richard;D@abc.com;85;Middle manager;
Alex;B@abc.com;78;Top manager;
Alex;C@abc.com;2;Middle manager;
Richard;F@abc.com;27;First-line manager;
Paul;B@abc.com;41;First-line manager;
Olivia;E@abc.com;29;Middle manager;
Richard;D@abc.com;0;Middle manager;
Grisha;F@abc.com;71;First-line manager;
Grisha;E@abc.com;50;First-line manager;
Mia;B@abc.com;3;Middle manager;
Paul;D@abc.com;98;Middle manager;
Alex;E@abc.com;19;Top manager;
Paul;A@abc.com;29;First-line manager;
Isabella;C@abc.com;31;Top manager;
Isabella;C@abc.com;86;Middle manager;
Grisha;A@abc.com;8;Top manager;
Paul;F@abc.com;56;Middle manager;
Paul;C@abc.com;49;Top manager;
Mia;A@abc.com;38;Middle manager;
Matthew;A@abc.com;5;First-line manager;
Richard;A@abc.com;29;Middle manager;
Paul;D@abc.com;21;Top manager;
Paul;E@abc.com;33;Middle manager;
Mia;E@abc.com;62;Top manager;
Isabella;B@abc.com;63;First-line manager;
Paul;D@abc.com;84;Top manager;
Paul;E@abc.com;43;First-line manager;
Grisha;A@abc.com;75;First-line manager;
Alex;D@abc.com;74;Top manager;
Isabella;C@abc.com;28;First-line manager;
Isabella;C@abc.com;20;First-line manager;
Grisha;E@abc.com;64;First-line manager;
Isabella;B@abc.com;67;Middle manager;
Isabella;A@abc.com;27;First-line manager;
Grisha;A@abc.com;81;First-line manager;
Grisha;B@abc.com;93;Middle manager;
Isabella;E@abc.com;36;Middle manager;
Joshua;A@abc.com;60;First-line manager;
Mia;E@abc.com;4;First-line manager;
Alex;B@abc.com;66;First-line manager;
Olivia;B@abc.com;39;First-line manager;
Joshua;E@abc.com;87;Middle manager;
Paul;D@abc.com;63;Middle manager;
Matthew;C@abc.com;68;Middle manager;
Richard;A@abc.com;35;First-line manager;
Joshua;E@abc.com;60;First-line manager;
Matthew;F@abc.com;81;Top manager;
Emma;A@abc.com;34;Middle manager;
Alex;C@abc.com;24;Top manager;
Alex;E@abc.com;52;Middle manager;
Mia;E@abc.com;70;Top manager;
Alex;B@abc.com;96;First-line manager;
Olivia;F@abc.com;30;First-line manager;
Alex;E@abc.com;45;Middle manager;
Olivia;E@abc.com;94;Middle manager;
Joshua;E@abc.com;74;First-line manager;
Richard;F@abc.com;9;First-line manager;
Grisha;E@abc.com;5;Top manager;
Mia;B@abc.com;61;Top manager;
Richard;C@abc.com;48;Middle manager;
Joshua;B@abc.com;13;First-line manager;
Paul;B@abc.com;79;First-line manager;
Paul;C@abc.com;88;First-line manager;
Richard;B@abc.com;7;Top manager;
Richard;D@abc.com;39;Middle manager;
Olivia;B@abc.com;43;First-line manager;
Matthew;B@abc.com;45;Top manager;
Emma;C@abc.com;89;First-line manager;
Alex;D@abc.com;62;First-line manager;
Paul;A@abc.com;93;Middle manager;
Emma;B@abc.com;38;Top manager;
Mia;E@abc.com;60;Top manager;
Alex;F@abc.com;62;Top manager;
Grisha;F@abc.com;1;Top manager;
Grisha;F@abc.com;50;Middle manager;
Joshua;F@abc.com;55;First-line manager;
Isabella;F@abc.com;3;Top manager;
Richard;D@abc.com;35;Middle manager;
Emma;A@abc.com;73;First-line manager;
Isabella;E@abc.com;30;Middle manager;
Richard;D@abc.com;25;Top manager;
Olivia;C@abc.com;60;Top manager;
Olivia;D@abc.com;68;First-line manager;
Paul;F@abc.com;29;Top manager;
Joshua;D@abc.com;56;Middle manager;
Joshua;B@abc.com;7;First-line manager;
Emma;A@abc.com;89;Top manager;
Matthew;D@abc.com;40;First-line manager;
Isabella;E@abc.com;41;First-line manager;
Richard;A@abc.com;0;Middle manager;
Joshua;A@abc.com;58;Middle manager;
Isabella;B@abc.com;44;Top manager;
Paul;A@abc.com;22;First-line manager;
Matthew;F@abc.com;91;First-line manager;
Joshua;F@abc.com;37;Top manager;
Joshua;A@abc.com;27;Top manager;
Joshua;F@abc.com;61;First-line manager;
Isabella;F@abc.com;16;Middle manager;
Richard;D@abc.com;64;Middle manager;
Alex;A@abc.com;99;Middle manager;
Joshua;F@abc.com;89;Top manager;
Alex;E@abc.com;67;Middle manager;
Grisha;B@abc.com;74;Top manager;
Isabella;E@abc.com;31;Top manager;
Alex;F@abc.com;62;First-line manager;
Matthew;F@abc.com;57;Top manager;
Matthew;F@abc.com;39;Top manager;
Joshua;A@abc.com;79;First-line manager;
Matthew;F@abc.com;96;Top manager;
Richard;F@abc.com;69;First-line manager;
Grisha;A@abc.com;60;Top manager;
Matthew;A@abc.com;52;Middle manager;
Richard;A@abc.com;48;First-line manager;
Richard;B@abc.com;71;Top manager;
Olivia;B@abc.com;43;Top manager;
Alex;A@abc.com;40;Middle manager;
Isabella;D@abc.com;29;First-line manager;
Matthew;E@abc.com;59;First-line manager;
Isabella;A@abc.com;98;Middle manager;
Emma;C@abc.com;9;First-line manager;
Grisha;D@abc.com;62;Middle manager;
Alex;A@abc.com;9;Middle manager;
Matthew;D@abc.com;36;Top manager;
Joshua;D@abc.com;53;Middle manager;
Isabella;B@abc.com;45;First-line manager;
Richard;C@abc.com;21;Middle manager;
Isabella;B@abc.com;5;First-line manager;
Richard;B@abc.com;38;Middle manager;
Olivia;B@abc.com;65;First-line manager;
Richard;C@abc.com;4;Middle manager;
Joshua;C@abc.com;1;Top manager;
Joshua;C@abc.com;31;Top manager;
Joshua;A@abc.com;50;Middle manager;
Grisha;A@abc.com;12;First-line manager;
Alex;C@abc.com;60;First-line manager;
Alex;E@abc.com;65;Middle manager;
Grisha;A@abc.com;69;Middle manager;
Paul;C@abc.com;39;Top manager;
Matthew;B@abc.com;23;First-line manager;
Joshua;D@abc.com;34;Top manager;
Matthew;B@abc.com;52;Top manager;
Richard;E@abc.com;76;Top manager;
Grisha;B@abc.com;76;Top manager;
Joshua;A@abc.com;23;First-line manager;
Paul;E@abc.com;85;First-line manager;
Paul;D@abc.com;59;Top manager;
Mia;E@abc.com;25;Top manager;
Olivia;B@abc.com;69;Middle manager;
Joshua;F@abc.com;47;Top manager;
Emma;D@abc.com;72;First-line manager;
Isabella;F@abc.com;53;First-line manager;
Mia;C@abc.com;63;Middle manager;
Paul;D@abc.com;94;Middle manager;
Joshua;E@abc.com;24;First-line manager;
Mia;A@abc.com;80;Middle manager;
Paul;F@abc.com;81;First-line manager;
Emma;F@abc.com;18;First-line manager;
Matthew;A@abc.com;57;Top manager;
Mia;D@abc.com;82;First-line manager;
Joshua;A@abc.com;91;First-line manager;
Grisha;D@abc.com;67;First-line manager;
Matthew;D@abc.com;69;Top manager;
Mia;E@abc.com;12;Top manager;
Alex;D@abc.com;65;Top manager;
Paul;B@abc.com;86;First-line manager;
Paul;C@abc.com;99;Middle manager;
Grisha;F@abc.com;24;Middle manager;
Paul;D@abc.com;52;Middle manager;
Grisha;A@abc.com;54;Middle manager;
Mia;D@abc.com;3;Middle manager;
Richard;D@abc.com;92;First-line manager;
Alex;A@abc.com;47;First-line manager;
Joshua;A@abc.com;74;Top manager;
Paul;E@abc.com;81;Middle manager;
Olivia;E@abc.com;87;Middle manager;
Grisha;A@abc.com;41;Middle manager;
Mia;B@abc.com;32;Middle manager;
Paul;B@abc.com;94;Top manager;
Paul;A@abc.com;13;First-line manager;
Olivia;F@abc.com;8;First-line manager;
Isabella;B@abc.com;55;Middle manager;
Alex;C@abc.com;84;First-line manager;
Olivia;D@abc.com;34;First-line manager;
Paul;F@abc.com;67;Top manager;
Olivia;A@abc.com;20;Middle manager;
Matthew;A@abc.com;29;Middle manager;
Matthew;B@abc.com;58;Top manager;
Emma;D@abc.com;43;Top manager;
Olivia;E@abc.com;81;Middle manager;
Mia;B@abc.com;20;Middle manager;
Matthew;A@abc.com;26;First-line manager;
Richard;B@abc.com;38;First-line manager;
Olivia;B@abc.com;56;Middle manager;
Olivia;C@abc.com;41;Top manager;
Grisha;B@abc.com;53;Middle manager;
Joshua;D@abc.com;66;Top manager;
Matthew;A@abc.com;43;Middle manager;
Olivia;A@abc.com;44;First-line manager;
Grisha;A@abc.com;14;First-line manager;
Grisha;B@abc.com;93;Middle manager;
Paul;D@abc.com;80;Top manager;
Joshua;A@abc.com;81;Top manager;
Olivia;F@abc.com;99;Top manager;
Mia;F@abc.com;37;Middle manager;
Alex;A@abc.com;94;First-line manager;
Alex;B@abc.com;8;Middle manager;
Alex;E@abc.com;3;Middle manager;
Isabella;C@abc.com;73;Middle manager;
Olivia;E@abc.com;37;First-line manager;
Grisha;D@abc.com;22;Top manager;
Grisha;B@abc.com;75;Top manager;
Grisha;E@abc.com;97;Middle manager;
Paul;F@abc.com;26;Top manager;
Alex;D@abc.com;46;Top manager;
Olivia;F@abc.com;21;Middle manager;
Joshua;B@abc.com;70;Middle manager;
Isabella;E@abc.com;43;Middle manager;
Alex;D@abc.com;64;Top manager;
Joshua;A@abc.com;19;Middle manager;
Richard;F@abc.com;70;Middle manager;
